cagl_id,gwk60_id_clean,qng_id,cgla_gene_name_from_deseq,cgla_common_name,cg_to_sc_relationship,pre_WGD_Ancestor,scer_gene_id,scer_gene_name,SGD_essentiality,SGD_description
CAGL0K05511g,GWK60_K05357,QNG15632.1,GWK60_K05357,,2-to-2,Anc_5.680,YOR076C,SKI7,,"Coupling protein for the Ski complex and cytoplasmic exosome; involved in 3'-5' RNA degradation; eRF3-like domain targets nonstop mRNA for degradation; null mutants have superkiller phenotype; SKI7 has a paralog, HBS1, that arose from the whole genome duplication"
CAGL0K05533g,GWK60_K05379,QNG15633.1,GWK60_K05379,,1-to-1,Anc_5.685,YOR077W,RTS2,inviable,Basic zinc-finger protein; similar to human and mouse Kin17 proteins which are chromatin-associated proteins involved in UV response and DNA replication
CAGL0K05555g,GWK60_K05401,QNG15634.1,GWK60_K05401,,1-to-1,Anc_5.687,YOR078W,BUD21,,Component of small ribosomal subunit (SSU) processosome; this complex contains U3 snoRNA; originally isolated as bud-site selection mutant that displays a random budding pattern
CAGL0K05577g,GWK60_K05423,QNG15635.1,GWK60_K05423,,1-to-1,Anc_5.688,YOR079C,ATX2,,"Golgi membrane protein involved in manganese homeostasis; overproduction suppresses the sod1 (copper, zinc superoxide dismutase) null mutation"
CAGL0K05599g,GWK60_K05445,QNG15636.1,GWK60_K05445,,1-to-1,Anc_5.689,YOR080W,DIA2,,"Origin-binding F-box protein; forms SCF ubiquitin ligase complex with Skp1p and Cdc53p; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase; required for deactivation of Rad53 checkpoint kinase, completion of DNA replication during recovery from DNA damage; required for assembly of RSC complex, RSC-mediated transcription regulation, and nucleosome positioning; involved in invasive and pseudohyphal growth"
CAGL0K05621g,GWK60_K05467,QNG15637.1,GWK60_K05467,,2-to-2,Anc_5.690,YOR081C,TGL5,,"Bifunctional triacylglycerol lipase and LPA acyltransferase; lipid particle-localized triacylglycerol (TAG) lipase involved in triacylglycerol mobilization; catalyzes acylation of lysophosphatidic acid (LPA); potential Cdc28p substrate; TGL5 has a paralog, TGL4, that arose from the whole genome duplication"
CAGL0K05643g,GWK60_K05489,QNG15638.1,GWK60_K05489,,1-to-2,Anc_5.692,YOR083W,WHI5,,"Repressor of G1 transcription; binds to SCB binding factor (SBF) at SCB target promoters in early G1; phosphorylation of Whi5p by the CDK, Cln3p/Cdc28p relieves repression and promoter binding by Whi5; periodically expressed in G1; WHI5 has a paralog, SRL3, that arose from the whole genome duplication"
CAGL0K05665g,GWK60_K05511,QNG15639.1,GWK60_K05511,,1-to-0,,,,,
CAGL0K05687g,GWK60_K05533,QNG15640.1,GWK60_K05533,,1-to-0,Anc_1.053,,,,
CAGL0K05709g,GWK60_K05555,QNG15641.1,GWK60_K05555,,1-to-2,Anc_1.052,YDR507C,GIN4,,"Protein kinase involved in bud growth and assembly of the septin ring; proposed to have kinase-dependent and kinase-independent activities; undergoes autophosphorylation; similar to Hsl1p; GIN4 has a paralog, KCC4, that arose from the whole genome duplication"
CAGL0K05731g,GWK60_K05577,QNG15642.1,GWK60_K05577,,1-to-1,Anc_1.051,YDR510W,SMT3,inviable,"Ubiquitin-like protein of the SUMO family; conjugated to lysine residues of target proteins; associates with transcriptionally active genes; regulates chromatid cohesion, chromosome segregation, APC-mediated proteolysis, DNA replication and septin ring dynamics; phosphorylated at Ser2"
CAGL0K05753g,GWK60_K05599,QNG15643.1,GWK60_K05599,,2-to-2,Anc_1.050,YDR508C,GNP1,,"High-affinity glutamine permease; also transports Leu, Ser, Thr, Cys, Met and Asn; expression is fully dependent on Grr1p and modulated by the Ssy1p-Ptr3p-Ssy5p (SPS) sensor of extracellular amino acids; GNP1 has a paralog, AGP1, that arose from the whole genome duplication"
CAGL0K05775g,GWK60_K05621,QNG15644.1,GWK60_K05621,,1-to-1,Anc_1.044,YDR511W,ACN9,,Protein of the mitochondrial intermembrane space; required for acetate utilization and gluconeogenesis; has orthologs in higher eukaryotes
CAGL0K05797g,GWK60_K05643,QNG15645.1,EMI1,EMI1,1-to-1,Anc_1.041,YDR512C,EMI1,,"Non-essential protein of unknown function; required for transcriptional induction of the early meiotic-specific transcription factor IME1, also required for sporulation; contains twin cysteine-x9-cysteine motifs"
CAGL0K05813g,GWK60_K05665,QNG15646.1,GWK60_K05665,,1-to-2,Anc_1.038,YDR513W,GRX2,,"Cytoplasmic glutaredoxin; thioltransferase, glutathione-dependent disulfide oxidoreductase involved in maintaining redox state of target proteins, also exhibits glutathione peroxidase activity, expression induced in response to stress; GRX2 has two in-frame start codons resulting in a shorter isoform that is retained in the cytosol and a longer form translocated to the mitochondrial matrix; GRX2 has a paralog, GRX1, that arose from the whole genome duplication"
CAGL0K05819g,GWK60_K05687,QNG15647.1,GWK60_K05687,,1-to-2,Anc_1.037,YDR514C,,,"Protein of unknown function that localizes to mitochondria; overexpression affects endocytic protein trafficking; YDR514C has a paralog, GFD2, that arose from the whole genome duplication"
CAGL0K05841g,GWK60_K05709,QNG15648.1,HAP1,HAP1,2-to-1,Anc_1.380,,,,
CAGL0K05863g,GWK60_K05731,QNG15649.1,GWK60_K05731,NOX1,1-to-1,Anc_1.379,YGL160W,AIM14,,"NADPH oxidase localized to the perinuclear ER; produces superoxide from NADPH; overexpression causes MCA1 dependent apoptosis; likely involved in superoxide-mediated regulation of the actin cytoskeleton; member of a conserved superfamily of NADPH oxidases (NOX enzymes); has similarity to iron/copper reductases (FRE1-8), particularly Fre8p"
CAGL0K05973g,GWK60_K05797,QNG15650.1,HSP60,HSP60,1-to-1,Anc_6.047,YLR259C,HSP60,inviable,Tetradecameric mitochondrial chaperonin; required for ATP-dependent folding of precursor polypeptides and complex assembly; prevents aggregation and mediates protein refolding after heat shock; role in mtDNA transmission; phosphorylated
CAGL0K05995g,GWK60_K05819,QNG15651.1,GWK60_K05819,,2-to-2,Anc_6.048,YLR260W,LCB5,,"Minor sphingoid long-chain base kinase; possibly involved in synthesis of long-chain base phosphates, which function as signaling molecules; LCB5 has a paralog, LCB4, that arose from the whole genome duplication"
CAGL0K06017g,GWK60_K05841,QNG15652.1,GWK60_K05841,,1-to-1,Anc_6.049,YLR262C,YPT6,,"Rab family GTPase; Ras-like GTP binding protein involved in the secretory pathway, required for fusion of endosome-derived vesicles with the late Golgi, maturation of the vacuolar carboxypeptidase Y; has similarity to the human GTPase, Rab6"
CAGL0K06033g,GWK60_K05863,QNG15653.1,GWK60_K05863,,1-to-1,Anc_6.050,YLR262C-A,TMA7,,"Protein of unknown that associates with ribosomes; null mutant exhibits translation defects, altered polyribosome profiles, and resistance to the translation inhibitor anisomcyin; protein abundance increases in response to DNA replication stress"
CAGL0K06039g,GWK60_K05885,QNG15654.1,GWK60_K05885,,1-to-1,Anc_6.052,YLR263W,RED1,,"Protein component of the synaptonemal complex axial elements; involved in chromosome segregation during the first meiotic division; critical for coupling checkpoint signaling to SC formation; interacts with Hop1p, Mec3p and Ddc1p"
CAGL0K06061g,GWK60_K05907,QNG15655.1,GWK60_K05907,,2-to-2,Anc_6.053,YLR264W,RPS28B,,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S28, no bacterial homolog; RPS28B has a paralog, RPS28A, that arose from the whole genome duplication"
CAGL0K06083g,GWK60_K05929,QNG15656.1,GWK60_K05929,,1-to-1,Anc_6.055,YLR265C,NEJ1,,Protein involved in regulation of nonhomologous end joining; interacts with DNA ligase IV components Dnl4p and Lif1p; repressed by MAT heterozygosity; regulates cellular distribution of Lif1p
CAGL0K06105g,GWK60_K05951,QNG15657.1,GWK60_K05951,,1-to-1,Anc_6.061,YLR267W,BOP2,,Protein of unknown function
CAGL0K06127g,GWK60_K05995,QNG15659.1,GWK60_K05995,,1-to-1,Anc_5.561,YDR446W,ECM11,,Non-essential protein apparently involved in meiosis; GFP fusion protein is present in discrete clusters in the nucleus throughout mitosis; may be involved in maintaining chromatin structure
CAGL0K06149g,GWK60_K05973,QNG15658.1,GWK60_K05973,,1-to-2,Anc_5.562,YDR447C,RPS17B,,"Ribosomal protein 51 (rp51) of the small (40s) subunit; homologous to mammalian ribosomal protein S17, no bacterial homolog; RPS17B has a paralog, RPS17A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"
CAGL0K06193g,GWK60_K06017,QNG15660.1,GWK60_K06017,ADA2,1-to-1,Anc_5.563,YDR448W,ADA2,,Transcription coactivator; component of the ADA and SAGA transcriptional adaptor/HAT (histone acetyltransferase) complexes
CAGL0K06215g,GWK60_K06039,QNG15661.1,GWK60_K06039,,1-to-1,Anc_5.564,YDR449C,UTP6,inviable,Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA
CAGL0K06237g,GWK60_K06061,QNG15662.1,GWK60_K06061,,1-to-1,Anc_5.568,YDR452W,PPN1,,Vacuolar endopolyphosphatase with a role in phosphate metabolism; functions as a homodimer; relocalizes from vacuole to cytoplasm upon DNA replication stress
CAGL0K06259g,GWK60_K06083,QNG15663.1,TSA1,TSA1,2-to-2,Anc_5.569,YDR453C,TSA2,,"Stress inducible cytoplasmic thioredoxin peroxidase; cooperates with Tsa1p in the removal of reactive oxygen, nitrogen and sulfur species using thioredoxin as hydrogen donor; deletion enhances the mutator phenotype of tsa1 mutants; protein abundance increases in response to DNA replication stress; TSA2 has a paralog, TSA1, that arose from the whole genome duplication"
CAGL0K06281g,GWK60_K06105,QNG15664.1,GWK60_K06105,,1-to-1,Anc_5.572,YDR454C,GUK1,inviable,Guanylate kinase; converts GMP to GDP; required for growth and mannose outer chain elongation of cell wall N-linked glycoproteins
CAGL0K06303g,GWK60_K06127,QNG15665.1,GWK60_K06127,,1-to-1,Anc_5.576,YDR457W,TOM1,,E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase
CAGL0K06325g,GWK60_K06149,QNG15666.1,GWK60_K06149,,2-to-2,Anc_5.577,YDR458C,HEH2,,"Inner nuclear membrane (INM) protein; contains helix-extension-helix (HEH) motif, nuclear localization signal sequence; targeting to the INM requires the Srp1p-Kap95p karyopherins and the Ran cycle; HEH2 has a paralog, SRC1, that arose from the whole genome duplication"
CAGL0K06347g,GWK60_K06171,QNG15667.1,GWK60_K06171,,1-to-1,Anc_5.579,YDR459C,PFA5,,Palmitoyltransferase with autoacylation activity; likely functions in pathway(s) outside Ras; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain
CAGL0K06369g,GWK60_K06193,QNG15668.1,GWK60_K06193,,1-to-1,Anc_5.580,YDR460W,TFB3,inviable,"Subunit of TFIIH and nucleotide excision repair factor 3 complexes; involved in transcription initiation, required for nucleotide excision repair; ring finger protein similar to mammalian CAK and TFIIH subunit"
CAGL0K06380g,GWK60_K06215,QNG15669.1,GWK60_K06215,,1-to-0,,,,,
CAGL0K06391g,GWK60_K06237,QNG15670.1,GWK60_K06237,,1-to-1,Anc_5.584,YDR462W,MRPL28,,Mitochondrial ribosomal protein of the large subunit; protein abundance increases in response to DNA replication stress
CAGL0K06413g,GWK60_K06259,QNG15671.1,GWK60_K06259,,2-to-2,Anc_5.586,YDR463W,STP1,,"Transcription factor; undergoes proteolytic processing by SPS (Ssy1p-Ptr3p-Ssy5p)-sensor component Ssy5p in response to extracellular amino acids; activates transcription of amino acid permease genes and may have a role in tRNA processing; STP1 has a paralog, STP2, that arose from the whole genome duplication"
CAGL0K06435g,GWK60_K06281,QNG15672.1,GWK60_K06281,,1-to-1,Anc_5.587,YDR464W,SPP41,inviable,Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia
CAGL0K06457g,GWK60_K06303,QNG15673.1,GWK60_K06303,,1-to-1,Anc_5.589,YDR465C,RMT2,,Arginine N5 methyltransferase; methylates ribosomal protein Rpl12 (L12) on Arg67; relative distribution to the nucleus increases upon DNA replication stress
CAGL0K06479g,GWK60_K06325,QNG15674.1,GWK60_K06325,,1-to-1,Anc_5.591,YDR466W,PKH3,,Protein kinase with similarity to mammalian PDK1 and yeast Pkh1p/Phk2p; yeast Pkh1p and Pkh2p are two redundant upstream activators of Pkc1p; identified as a multicopy suppressor of a pkh1 pkh2 double mutant
CAGL0K06501g,GWK60_K06347,QNG15675.1,GWK60_K06347,,1-to-1,Anc_5.593,YDR468C,TLG1,inviable,Essential t-SNARE that mediates fusion of vesicles with the late Golgi; forms a complex with Tlg2p and Vti1p; mediates fusion of endosome-derived vesicles with the late Golgi; binds the docking complex VFT (Vps fifty-three) through interaction with Vps51p
CAGL0K06523g,GWK60_K06369,QNG15676.1,GWK60_K06369,,1-to-1,Anc_5.594,YDR469W,SDC1,,Subunit of the COMPASS (Set1C) complex; COMPASS methylates lysine 4 of histone H3 and is required in chromatin silencing at telomeres; contains a Dpy-30 domain that mediates interaction with Bre2p; similar to C. elegans and human DPY-30
CAGL0K06545g,GWK60_K06391,QNG15677.1,GWK60_K06391,,1-to-1,Anc_5.595,YDR470C,UGO1,,Outer membrane component of the mitochondrial fusion machinery; binds directly to Fzo1p and Mgm1p and thus links these two GTPases during mitochondrial fusion; involved in fusion of both the outer and inner membranes; facilitates dimerization of Fzo1p during fusion; import into the outer membrane is mediated by Tom70p and Mim1p; has similarity to carrier proteins but is not likely to function as a transmembrane transporter
CAGL0K06567g,GWK60_K06413,QNG15678.1,GWK60_K06413,,1-to-2,Anc_5.597,YDR471W,RPL27B,,"Ribosomal 60S subunit protein L27B; homologous to mammalian ribosomal protein L27, no bacterial homolog; RPL27B has a paralog, RPL27A, that arose from the whole genome duplication"
CAGL0K06589g,GWK60_K06435,QNG15679.1,GWK60_K06435,,1-to-1,Anc_5.601,YDR472W,TRS31,inviable,One of 10 subunits of the transport protein particle (TRAPP) complex; the TRAPP complex is of the cis-Golgi and mediates vesicle docking and fusion; involved in endoplasmic reticulum (ER) to Golgi membrane traffic
CAGL0K06633g,GWK60_K06479,QNG15680.1,GWK60_K06479,,1-to-1,Anc_6.103,YBR211C,AME1,inviable,"Essential kinetochore protein associated with microtubules and SPBs; component of the kinetochore sub-complex COMA (Ctf19p, Okp1p, Mcm21p, Ame1p); involved in spindle checkpoint maintenance; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-U and fission yeast Mis17; relative distribution to the nucleus increases upon DNA replication stress"
CAGL0K06655g,GWK60_K06501,QNG15681.1,GWK60_K06501,,1-to-1,Anc_6.104,YBR212W,NGR1,,RNA binding protein that negatively regulates growth rate; interacts with the 3' UTR of the mitochondrial porin (POR1) mRNA and enhances its degradation; overexpression impairs mitochondrial function; interacts with Dhh1p to mediate POR1 mRNA decay; expressed in stationary phase
CAGL0K06677g,GWK60_K06523,QNG15682.1,MET8,MET8,1-to-1,Anc_6.105,YBR213W,MET8,,"Bifunctional dehydrogenase and ferrochelatase; involved in the biosynthesis of siroheme, a prosthetic group used by sulfite reductase; required for sulfate assimilation and methionine biosynthesis"
CAGL0K06699g,GWK60_K06545,QNG15683.1,GWK60_K06545,,1-to-2,Anc_6.107,YBR214W,SDS24,,"Protein involved in cell separation during budding; one of two S. cerevisiae homologs (Sds23p and Sds24p) of the S. pombe Sds23 protein, which is implicated in APC/cyclosome regulation; may play an indirect role in fluid-phase endocytosis; protein abundance increases in response to DNA replication stress; SDS24 has a paralog, SDS23, that arose from the whole genome duplication"
CAGL0K06721g,GWK60_K06567,QNG15684.1,GWK60_K06567,,1-to-1,Anc_6.111,YBR215W,HPC2,,"Subunit of the HIR complex; HIR is a nucleosome assembly complex involved in regulation of histone gene transcription; mutants display synthetic defects with subunits of FACT, a complex that allows passage of RNA Pol II through nucleosomes"
CAGL0K06743g,GWK60_K06589,QNG15685.1,YBP1,YBP1,2-to-2,Anc_6.112,YBR216C,YBP1,,"Protein involved in cellular response to oxidative stress; required for oxidation of specific cysteine residues of transcription factor Yap1p, resulting in nuclear localization of Yap1p in response to stress; YBP1 has a paralog, YBP2, that arose from the whole genome duplication"
CAGL0K06765g,GWK60_K06611,QNG15686.1,GWK60_K06611,,1-to-1,Anc_6.113,YBR217W,ATG12,,Ubiquitin-like modifier involved in autophagy and the Cvt pathway; conserved; conjugated to Atg5p to form a complex involved in Atg8p lipidation; Atg12p-Atg5p also forms a complex with Atg16p that is required for autophagosome formation
