# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	58790	59926	-			QNG15982.1	uncharacterized protein			GWK60_L00605	432		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	58790	59926	-	QNG15982.1			uncharacterized protein			GWK60_L00605	432	143	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	60986	61309	-							GWK60_L00627	324		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	60986	61309	-			QNG15983.1	uncharacterized protein			GWK60_L00627	324		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	60986	61309	-	QNG15983.1			uncharacterized protein			GWK60_L00627	324	107	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	62026	63435	-							GWK60_L00649	1410		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	62026	63435	-			QNG15984.1	uncharacterized protein			GWK60_L00649	1410		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	62026	63435	-	QNG15984.1			uncharacterized protein			GWK60_L00649	1410	469	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	64190	64783	-							GWK60_L00671	594		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	64190	64783	-			QNG15985.1	uncharacterized protein			GWK60_L00671	594		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	64190	64783	-	QNG15985.1			uncharacterized protein			GWK60_L00671	594	197	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	65225	67435	+							GWK60_L00693	2211		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	65225	67435	+			QNG15986.1	uncharacterized protein			GWK60_L00693	2211		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	65225	67435	+	QNG15986.1			uncharacterized protein			GWK60_L00693	2211	736	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	68212	69915	-							GWK60_L00715	1704		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	68212	69915	-			QNG15987.1	uncharacterized protein			GWK60_L00715	1704		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	68212	69915	-	QNG15987.1			uncharacterized protein			GWK60_L00715	1704	567	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	76251	77075	-							GWK60_L00737	825		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	76251	77075	-			QNG15988.1	uncharacterized protein			GWK60_L00737	825		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	76251	77075	-	QNG15988.1			uncharacterized protein			GWK60_L00737	825	274	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	77827	78606	-					CKB2		GWK60_L00759	780		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	77827	78606	-			QNG15989.1	CKB2	CKB2		GWK60_L00759	780		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	77827	78606	-	QNG15989.1			CKB2	CKB2		GWK60_L00759	780	259	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	79226	82219	+							GWK60_L00781	2994		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	79226	82219	+			QNG15990.1	uncharacterized protein			GWK60_L00781	2994		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	79226	82219	+	QNG15990.1			uncharacterized protein			GWK60_L00781	2994	997	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	82288	83319	-							GWK60_L00803	1032		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	82288	83319	-			QNG15991.1	uncharacterized protein			GWK60_L00803	1032		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	82288	83319	-	QNG15991.1			uncharacterized protein			GWK60_L00803	1032	343	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	83685	84533	-					PEP12		GWK60_L00825	849		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	83685	84533	-			QNG15992.1	PEP12	PEP12		GWK60_L00825	849		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	83685	84533	-	QNG15992.1			PEP12	PEP12		GWK60_L00825	849	282	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	85010	87361	+							GWK60_L00847	2352		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	85010	87361	+			QNG15993.1	uncharacterized protein			GWK60_L00847	2352		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	85010	87361	+	QNG15993.1			uncharacterized protein			GWK60_L00847	2352	783	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	87507	90035	-							GWK60_L00869	2529		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	87507	90035	-			QNG15994.1	uncharacterized protein			GWK60_L00869	2529		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	87507	90035	-	QNG15994.1			uncharacterized protein			GWK60_L00869	2529	842	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	91414	92211	+					PFY1		GWK60_L00891	798		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	91414	92211	+			QNG15995.1	PFY1	PFY1		GWK60_L00891	381		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	91414	92211	+	QNG15995.1			PFY1	PFY1		GWK60_L00891	381	126	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	92536	93468	-					GCY1		GWK60_L00913	933		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	92536	93468	-			QNG15996.1	GCY1	GCY1		GWK60_L00913	933		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	92536	93468	-	QNG15996.1			GCY1	GCY1		GWK60_L00913	933	310	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	94778	95758	+					GRE3		GWK60_L00935	981		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	94778	95758	+			QNG15997.1	GRE3	GRE3		GWK60_L00935	981		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	94778	95758	+	QNG15997.1			GRE3	GRE3		GWK60_L00935	981	326	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	96254	96775	+							GWK60_L00957	522		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	96254	96775	+			QNG15998.1	uncharacterized protein			GWK60_L00957	522		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	96254	96775	+	QNG15998.1			uncharacterized protein			GWK60_L00957	522	173	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	97627	98595	+					TRR1		GWK60_L00979	969		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	97627	98595	+			QNG15999.1	TRR1	TRR1		GWK60_L00979	969		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	97627	98595	+	QNG15999.1			TRR1	TRR1		GWK60_L00979	969	322	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	99046	100221	-							GWK60_L01001	1176		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	99046	100221	-			QNG16000.1	uncharacterized protein			GWK60_L01001	1176		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	99046	100221	-	QNG16000.1			uncharacterized protein			GWK60_L01001	1176	391	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	100776	102431	+							GWK60_L01023	1656		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	100776	102431	+			QNG16001.1	uncharacterized protein			GWK60_L01023	1656		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	100776	102431	+	QNG16001.1			uncharacterized protein			GWK60_L01023	1656	551	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	102864	103496	+							GWK60_L01045	633		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	102864	103496	+			QNG16002.1	uncharacterized protein			GWK60_L01045	633		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	102864	103496	+	QNG16002.1			uncharacterized protein			GWK60_L01045	633	210	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	103816	105117	+							GWK60_L01067	1302		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	103816	105117	+			QNG16003.1	uncharacterized protein			GWK60_L01067	1302		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	103816	105117	+	QNG16003.1			uncharacterized protein			GWK60_L01067	1302	433	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	105242	106384	-							GWK60_L01089	1143		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	105242	106384	-			QNG16004.1	uncharacterized protein			GWK60_L01089	1143		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	105242	106384	-	QNG16004.1			uncharacterized protein			GWK60_L01089	1143	380	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	107011	108465	+							GWK60_L01111	1455		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	107011	108465	+			QNG16005.1	uncharacterized protein			GWK60_L01111	1455		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	107011	108465	+	QNG16005.1			uncharacterized protein			GWK60_L01111	1455	484	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	108619	110121	-							GWK60_L01133	1503		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	108619	110121	-			QNG16006.1	uncharacterized protein			GWK60_L01133	1503		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	108619	110121	-	QNG16006.1			uncharacterized protein			GWK60_L01133	1503	500	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	110973	112133	-							GWK60_L01155	1161		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	110973	112133	-			QNG16007.1	uncharacterized protein			GWK60_L01155	1161		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	110973	112133	-	QNG16007.1			uncharacterized protein			GWK60_L01155	1161	386	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	112887	113498	-							GWK60_L01177	612		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	112887	113498	-			QNG16008.1	uncharacterized protein			GWK60_L01177	612		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	112887	113498	-	QNG16008.1			uncharacterized protein			GWK60_L01177	612	203	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	113709	115241	+							GWK60_L01199	1533		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	113709	115241	+			QNG16009.1	uncharacterized protein			GWK60_L01199	1533		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	113709	115241	+	QNG16009.1			uncharacterized protein			GWK60_L01199	1533	510	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	115720	116034	-					CYC1		GWK60_L01221	315		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	115720	116034	-			QNG16010.1	CYC1	CYC1		GWK60_L01221	315		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	115720	116034	-	QNG16010.1			CYC1	CYC1		GWK60_L01221	315	104	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	116988	117461	+							GWK60_L01243	474		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	116988	117461	+			QNG16011.1	uncharacterized protein			GWK60_L01243	474		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	116988	117461	+	QNG16011.1			uncharacterized protein			GWK60_L01243	474	157	
gene	tRNA	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	118421	118502	+							GWK60_L01265	82		
tRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	118421	118502	+				tRNA-Ser			GWK60_L01265	82		
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	118720	120501	-							GWK60_L01287	1782		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	118720	120501	-			QNG16012.1	uncharacterized protein			GWK60_L01287	1782		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	118720	120501	-	QNG16012.1			uncharacterized protein			GWK60_L01287	1782	593	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	121076	123019	+							GWK60_L01309	1944		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	121076	123019	+			QNG16013.1	uncharacterized protein			GWK60_L01309	1944		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	121076	123019	+	QNG16013.1			uncharacterized protein			GWK60_L01309	1944	647	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	123859	124278	+							GWK60_L01331	420		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	123859	124278	+			QNG16014.1	uncharacterized protein			GWK60_L01331	420		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	123859	124278	+	QNG16014.1			uncharacterized protein			GWK60_L01331	420	139	
gene	tRNA	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	124807	124878	+							GWK60_L01353	72		
tRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	124807	124878	+				tRNA-Met			GWK60_L01353	72		
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	125722	126204	+							GWK60_L01375	483		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	125722	126204	+			QNG16015.1	uncharacterized protein			GWK60_L01375	483		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	125722	126204	+	QNG16015.1			uncharacterized protein			GWK60_L01375	483	160	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	126547	128715	-							GWK60_L01397	2169		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	126547	128715	-			QNG16016.1	uncharacterized protein			GWK60_L01397	2169		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	126547	128715	-	QNG16016.1			uncharacterized protein			GWK60_L01397	2169	722	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	129501	132974	+							GWK60_L01419	3474		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	129501	132974	+			QNG16017.1	uncharacterized protein			GWK60_L01419	3474		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	129501	132974	+	QNG16017.1			uncharacterized protein			GWK60_L01419	3474	1157	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	133064	135388	-							GWK60_L01441	2325		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	133064	135388	-			QNG16018.1	uncharacterized protein			GWK60_L01441	2325		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	133064	135388	-	QNG16018.1			uncharacterized protein			GWK60_L01441	2325	774	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	135736	139104	-							GWK60_L01463	3369		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	135736	139104	-			QNG16019.1	uncharacterized protein			GWK60_L01463	3369		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	135736	139104	-	QNG16019.1			uncharacterized protein			GWK60_L01463	3369	1122	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	139565	142141	+							GWK60_L01485	2577		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	139565	142141	+			QNG16020.1	uncharacterized protein			GWK60_L01485	2577		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	139565	142141	+	QNG16020.1			uncharacterized protein			GWK60_L01485	2577	858	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	142240	145455	-							GWK60_L01507	3216		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	142240	145455	-			QNG16021.1	uncharacterized protein			GWK60_L01507	3216		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	142240	145455	-	QNG16021.1			uncharacterized protein			GWK60_L01507	3216	1071	
gene	tRNA	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	145681	145789	-							GWK60_L01529	109		
tRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	145681	145789	-				tRNA-Pro			GWK60_L01529	72		
gene	tRNA	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	146458	146539	+							GWK60_L01551	82		
tRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	146458	146539	+				tRNA-Ser			GWK60_L01551	82		
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	147277	150432	+							GWK60_L01573	3156		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	147277	150432	+			QNG16022.1	uncharacterized protein			GWK60_L01573	3156		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	147277	150432	+	QNG16022.1			uncharacterized protein			GWK60_L01573	3156	1051	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	150714	151364	-							GWK60_L01595	651		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	150714	151364	-			QNG16023.1	uncharacterized protein			GWK60_L01595	651		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	150714	151364	-	QNG16023.1			uncharacterized protein			GWK60_L01595	651	216	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	151880	152431	+							GWK60_L01617	552		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	151880	152431	+			QNG16024.1	uncharacterized protein			GWK60_L01617	552		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	151880	152431	+	QNG16024.1			uncharacterized protein			GWK60_L01617	552	183	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	152794	154899	-							GWK60_L01639	2106		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	152794	154899	-			QNG16025.1	uncharacterized protein			GWK60_L01639	2106		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	152794	154899	-	QNG16025.1			uncharacterized protein			GWK60_L01639	2106	701	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	155406	157058	+					PEX24		GWK60_L01661	1653		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	155406	157058	+			QNG16026.1	PEX24	PEX24		GWK60_L01661	1653		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	155406	157058	+	QNG16026.1			PEX24	PEX24		GWK60_L01661	1653	550	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	157187	158833	-							GWK60_L01683	1647		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	157187	158833	-			QNG16027.1	uncharacterized protein			GWK60_L01683	1647		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	157187	158833	-	QNG16027.1			uncharacterized protein			GWK60_L01683	1647	548	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	160594	161025	+							GWK60_L01705	432		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	160594	161025	+			QNG16028.1	uncharacterized protein			GWK60_L01705	432		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	160594	161025	+	QNG16028.1			uncharacterized protein			GWK60_L01705	432	143	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	L	CP048241.1	161342	161905	-							GWK60_L01727	564		
